"MessageID","Timestamp","Message","Subject","Sender","To","Cc","ThreadID","AttachmentNames"
"msg-0011","2025-06-24T12:44:28Z","Hi PF team, need renewal finance for Prairie Medical Group BOP Sable Mutual effective 2025-12-30. Expiring FA had 10 pays at 18% down, can you mirror unless rates changed? New figures: 218586 prem, 7612 tax, 202 policy fee, broker fee 350 -> total 226750 with MEP 30%. Fine if tomorrow am, just let me know. Grateful, Celine Ford","Renewal PFA - BOP Prairie","celine.ford@ridgebrokers.com","ops@premfinco.com","marketing@ridgebrokers.com;teamlead@ridgebrokers.com","thread-0009","DownPaymentReceipt_0011_1.xlsx"
"msg-0012","2025-06-24T13:24:36Z","Hey, can you send a new FA on Coastal Research Partners E&S? Need financing options for E&S Package w/ Linden Excess effective 2026-01-14 before noon. Totals: premium 195880, taxes 4887, carrier fee 192, broker fee 150 (total 201109). Client ok with 25% down (50277) and 9 pays, MEP 10%. Please add draft schedule + amort table if you can. Thanks, Celine Ford Attachment noted: Schedule_0012_1.pdf","Funding request - E&S Coastal","celine.ford@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com","marketing@ridgebrokers.com","thread-0009","Schedule_0012_1.pdf;CA_Schedule_0012_2.docx"
"msg-0013","2025-06-24T18:11:56Z","Hello, need renewal finance for Harborview Construction CA Granite Harbor effective 2025-10-30. Expiring FA had 10 pays at 18% down, can you mirror unless rates changed? New figures: 263360 prem, 20714 tax, 375 policy fee, broker fee 150 -> total 284599 with MEP 10%. Need docs today if possible so we can bind before 5pm. Regards, Emilia Ryan","Renewal funding - CA Harborview","emilia.ryan@ridgebrokers.com","ops@premfinco.com;quotes@premfinco.com","service@ridgebrokers.com;marketing@ridgebrokers.com","thread-0009","Finance_Agreement_0013_1.pdf"
"msg-0014","2025-06-25T00:59:13Z","Good afternoon, need renewal finance for Blue Spruce Hospitality WC Ironcrest Specialty effective 2026-02-05. Expiring FA had 10 pays at 25% down, can you mirror unless rates changed? New figures: 223940 prem, 17873 tax, 346 policy fee, broker fee 300 -> total 242459 with MEP 10%. Fine if tomorrow am, just let me know. thx, Ella Roberts","Renewal finance needed - WC Blue","ella.roberts@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com","marketing@ridgebrokers.com;teamlead@ridgebrokers.com","thread-0010","Finance_Agreement_0014_1.xlsx"
"msg-0015","2025-06-25T18:49:16Z","Hello, can you rework the PFA for Monarch Retail Holdings (CA)? New totals now 269303 w/ premium 254519 + taxes 14125 + fees 359 + broker fee 300. Down stays 15% (40395) unless you see better option. MEP needs to go to 30% after carrier pushback. Need corrected FA + new signature blocks pls. Regards, Raj Kumar Attachment noted: Invoice_0015_1.pdf","Amendment for finance terms - CA Monarch","raj.kumar@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com","service@ridgebrokers.com;teamlead@ridgebrokers.com","thread-0011","Invoice_0015_1.pdf;Worksheet_0015_2.xlsx"
"msg-0016","2025-06-25T23:52:34Z","Hey, can you send a new FA on Metro Parcel Systems PROP? Need financing options for Property w/ NorthStar Casualty effective 2025-10-13 please. Totals: premium 255369, taxes 20267, carrier fee 171, broker fee 150 (total 275957). Client ok with 25% down (68989) and 8 pays, MEP 30%. Please add draft schedule + amort table if you can. Grateful, Keisha Brown","Need PFA on this placement - PROP Metro","keisha.brown@ridgebrokers.com","renewals@premfinco.com","marketing@ridgebrokers.com;teamlead@ridgebrokers.com","thread-0012","LossRuns_0016_1.pdf"
"msg-0017","2025-06-27T08:12:59Z","Hello, quick follow-up on Zenith Bio Labs BOP. Still missing fully executed PFA for underwriting file. Effective 2026-02-26 with Southport Re. Please upload via portal if easier. Much appreciated, Raj Kumar","Need binder/FA - BOP Zenith","raj.kumar@ridgebrokers.com","ops@premfinco.com;desk@premfinco.com","teamlead@ridgebrokers.com;service@ridgebrokers.com","thread-0013","Audit_0017_1.xlsx;GL_Quote_0017_2.docx"
"msg-0018","2025-06-28T19:26:14Z","Good afternoon, can you send a new FA on Silver Thread Textiles BOP? Need financing options for BOP w/ Trident Commercial effective 2025-09-02 pls. Totals: premium 238059, taxes 6436, carrier fee 177, broker fee 300 (total 244972). Client ok with 30% down (73491) and 11 pays, MEP 15%. Please add draft schedule + amort table if you can. Much appreciated, Oscar Vasquez","Quote finance please - BOP Silver","oscar.vasquez@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com","service@ridgebrokers.com;teamlead@ridgebrokers.com","thread-0014","Endorsement_0018_1.pdf;GL_Quote_0018_2.pdf"
"msg-0019","2025-06-28T21:33:46Z","Hello, can you rework the PFA for Canyon Outfitters (CA)? New totals now 294008 w/ premium 273766 + taxes 19736 + fees 206 + broker fee 300. Down stays 15% (44101) unless you see better option. MEP needs to go to 15% after carrier pushback. Need corrected FA + new signature blocks pls. thx, Maria Santos","Please update FA - CA Canyon","maria.santos@ridgebrokers.com","desk@premfinco.com","teamlead@ridgebrokers.com;service@ridgebrokers.com","thread-0015","Corrections_0019_1.docx"
"msg-0020","2025-06-29T10:58:14Z","Hi there, need RT calc for Blue Spruce Hospitality BOP. Original financed amount 98927 w/ 25% down. MEP waived so full RT due, pls confirm. Please email me corrected ledger soon. Much appreciated, Raj Kumar Attachment noted: Finance_Agreement_0020_1.xlsx","Refund check - BOP Blue","raj.kumar@ridgebrokers.com","quotes@premfinco.com","marketing@ridgebrokers.com;teamlead@ridgebrokers.com","thread-0016","Finance_Agreement_0020_1.xlsx;Commission_Statement_0020_2.pdf"
"msg-0021","2025-06-29T13:39:43Z","Good morning, can you rework the PFA for Prairie Medical Group (PROP)? New totals now 24773 w/ premium 23346 + taxes 899 + fees 328 + broker fee 200. Down stays 25% (6193) unless you see better option. Added equipment + audit credits, numbers changed again. Need corrected FA + new signature blocks pls. Much appreciated, Elena Garcia Attachment noted: Worksheet_0021_1.pdf","Amendment for finance terms - PROP Prairie","elena.garcia@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com","service@ridgebrokers.com","thread-0017","Worksheet_0021_1.pdf;Binder_0021_2.pdf"
"msg-0022","2025-06-29T15:11:18Z","Hi PF team, can you send a new FA on Zenith Bio Labs CA? Need financing options for Commercial Auto w/ Sable Mutual effective 2026-01-15 please. Totals: premium 60536, taxes 4678, carrier fee 97, broker fee 150 (total 65461). Client ok with 25% down (16365) & 8 pays, MEP 10%. Please add draft schedule + amort table if you can. Much appreciated, Elena Garcia Attachment noted: InstallmentPlan_0022_1.pdf","Quote finance please - CA Zenith","elena.garcia@ridgebrokers.com","desk@premfinco.com;quotes@premfinco.com","accounting@ridgebrokers.com;teamlead@ridgebrokers.com","thread-0018","InstallmentPlan_0022_1.pdf;LossRuns_0022_2.docx"
"msg-0023","2025-06-29T23:42:03Z","Hey, can you send a new FA on Northwind Studio WC? Need financing options for Workers Comp w/ Linden Excess effective 2026-01-24 need this to bind. Totals: premium 213906, taxes 4727, carrier fee 58, broker fee 200 (total 218891). Client ok with 15% down (32833) & 9 pays, MEP 15%. Please add draft schedule + amort table if you can. Grateful, Emilia Ryan Attachment noted: GL_Quote_0023_1.xlsx","Request new FA - WC Northwind","emilia.ryan@ridgebrokers.com","ops@premfinco.com;renewals@premfinco.com","teamlead@ridgebrokers.com","thread-0019","GL_Quote_0023_1.xlsx"
"msg-0024","2025-06-30T06:14:20Z","Hello, need  RT calc for Metro Parcel Systems PROP. Original financed amount 143064 w/ 30% down. MEP waived so full RT due, pls confirm. Please email me corrected ledger soon. thx, Jordan Parks","Refund check - PROP Metro","jordan.parks@ridgebrokers.com","quotes@premfinco.com;ops@premfinco.com","teamlead@ridgebrokers.com;service@ridgebrokers.com","thread-0019","Binder_0024_1.xlsx"
"msg-0025","2025-06-30T07:14:43Z","Good morning, What happens if they up the down to 30% after signing? This is for Bright Shore Marine GL, eff 2025-12-22. Let me know when you have a sec. thx, Elena Garcia Attachment noted: Audit_0025_1.docx","Question on terms - GL Bright","elena.garcia@ridgebrokers.com","desk@premfinco.com;renewals@premfinco.com","marketing@ridgebrokers.com","thread-0020","Audit_0025_1.docx;Finance_Agreement_0025_2.pdf"
"msg-0026","2025-06-30T08:03:16Z","Hi there, can you rework the PFA for Monarch Retail Holdings (GL)? New totals now 255484 w/ premium 244404 + taxes 10453 + fees 377 + broker fee 250. Down stays 15% (38322) unless you see better option. MEP need s to go to 25% after carrier pushback. Need corrected FA + new signature blocks pls. Regards, Sophie Miller","Adjustment on PFA - GL Monarch","sophie.miller@ridgebrokers.com","quotes@premfinco.com","service@ridgebrokers.com","thread-0021","MEP_Addendum_0026_1.pdf;Finance_Agreement_0026_2.xlsx"
"msg-0027","2025-06-30T09:20:04Z","Hey, can you send a new FA on Summit Storage WC? Need financing options for Workers Comp w/ Trident Commercial effective 2025-10-15 when you can. Totals: premium 250850, taxes 11960, carrier fee 358, broker fee 300 (total 263468). Client ok with 20% down (52693) and 10 pays, MEP 25%. Please add draft schedule + amort table if you can. Best, Ella Roberts","Finance terms needed - WC Summit","ella.roberts@ridgebrokers.com","ops@premfinco.com;quotes@premfinco.com","accounting@ridgebrokers.com","thread-0022","Endorsement_0027_1.xlsx"
"msg-0028","2025-06-30T11:25:46Z","Good afternoon, need RT calc for Summit Storage BOP. Original financed amount 33477 w/ 25% down. Policy canceled flat, expecting RT less fees. Send revised schedule + statement when ready. thx, Elena Garcia","Need RT calc - BOP Summit","elena.garcia@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com","service@ridgebrokers.com;accounting@ridgebrokers.com","thread-0022","CA_Schedule_0028_1.pdf"
"msg-0029","2025-06-30T12:03:56Z","Hi there, need renewal finance for Silver Thread Textiles CA NorthStar Casualty effective 2026-02-21. Expiring FA had 8 pays at 20% down, can you mirror unless rates changed? New figures: 126953 prem, 7505 tax, 305 policy fee, broker fee 150 -> total 134913 with MEP 15%. Need docs today if possible so we can bind before 5pm. Best, Jordan Parks","Renewal FA request - CA Silver","jordan.parks@ridgebrokers.com","ops@premfinco.com","marketing@ridgebrokers.com","thread-0022","Schedule_0029_1.docx"
"msg-0030","2025-07-01T02:45:07Z","Good afternoon, quick follow-up on Zenith Bio Labs CA. Need the binder with finance stamp. Effective 2025-12-06 with Linden Excess. Please upload via portal if easier. Regards, Ella Roberts Attachment noted: Corrections_0030_1.pdf","Missing docs - CA Zenith","ella.roberts@ridgebrokers.com","desk@premfinco.com;ops@premfinco.com","service@ridgebrokers.com;marketing@ridgebrokers.com","thread-0023","Corrections_0030_1.pdf"
"msg-0031","2025-07-01T04:00:59Z","Hey, need RT calc for Golden Basin Farms PROP. Original financed amount 25835 w/ 30% down. Carrier applied RT on audit credit, should be 6,480 back. Please email me corrected ledger soon. Much appreciated, Elena Garcia thx","Refund check - PROP Golden","elena.garcia@ridgebrokers.com","quotes@premfinco.com","marketing@ridgebrokers.com","thread-0024","MEP_Addendum_0031_1.docx"
"msg-0032","2025-07-01T14:28:11Z","Hi there, can you send a new FA on Urban Frame Architects CA? Need financing options for Commercial Auto w/ Beacon Lloyds effective 2025-10-21 no rush but. Totals: premium 119690, taxes 3788, carrier fee 78, broker fee 150 (total 123706). Client ok with 20% down (24741) & 10 pays, MEP 15%. Drop amort table when ready, we are lining up bind order. thx, Keisha Brown","Need PFA on this placement - CA Urban","keisha.brown@ridgebrokers.com","ops@premfinco.com;quotes@premfinco.com","accounting@ridgebrokers.com;teamlead@ridgebrokers.com","thread-0025","Binder_0032_1.docx"
"msg-0033","2025-07-01T17:37:40Z","Hi PF team, can you send a new FA on Zenith Bio Labs CA? Need financing options for Commercial Auto w/ Beacon Lloyds effective 2025-11-03 need this to bind. Totals: premium 101979, taxes 6479, carrier fee 56, broker fee 350 (total 108864). Client ok with 20% down (21772) and 9 pays, MEP 15%. Drop amort table when ready, we are lining up bind order. Much appreciated, Celine Ford","Quote finance please - CA Zenith","celine.ford@ridgebrokers.com","renewals@premfinco.com;desk@premfinco.com","accounting@ridgebrokers.com","thread-0025","GL_Quote_0033_1.docx"
"msg-0034","2025-07-01T18:46:02Z","Hi PF team, can you send a new FA on Golden Basin Farms E&S? Need financing options for E&S Package w/ Urban Axis effective 2025-10-14 pls. Totals: premium 87706, taxes 5120, carrier fee 351, broker fee 150 (total 93327). Client ok with 15% down (13999) and 8 pays, MEP 20%. Please add draft schedule + amort table if you can. Best, Andrew Lang","Funding request - E&S Golden","andrew.lang@ridgebrokers.com","quotes@premfinco.com","accounting@ridgebrokers.com","thread-0025","Finance_Agreement_0034_1.xlsx;DownPaymentReceipt_0034_2.pdf"
"msg-0035","2025-07-01T19:02:41Z","Good afternoon, can you send a new FA on Zenith Bio Labs WC? Need financing options for Workers Comp w/ Southport Re effective 2025-10-04 before noon. Totals: premium 263215, taxes 9341, carrier fee 317, broker fee 300 (total 273173). Client ok with 25% down (68293) and 9 pays, MEP 15%. Drop amort table when ready, we are lining up bind order. thx, Celine Ford","Quote finance please - WC Zenith","celine.ford@ridgebrokers.com","renewals@premfinco.com;ops@premfinco.com","accounting@ridgebrokers.com;service@ridgebrokers.com","thread-0026","Corrections_0035_1.docx"
"msg-0036","2025-07-02T03:31:37Z","Hello, can you rework the PFA for Silver Thread Textiles (BOP)? New totals now 158115 w/ premium 146037 + taxes 11425 + fees 303 + broker fee 350. Down stays 18% (28460) unless you see better option. MEP needs to go to 15% after carrier pushback. Need corrected FA + new signature blocks pls. Much appreciated, Sophie Miller","Rework PFA - BOP Silver","sophie.miller@ridgebrokers.com","quotes@premfinco.com;desk@premfinco.com","teamlead@ridgebrokers.com;marketing@ridgebrokers.com","thread-0026","Binder_0036_1.docx;Audit_0036_2.docx"
"msg-0037","2025-07-02T08:03:50Z","Hi there, need renewal finance for Monarch Retail Holdings E&S Beacon Lloyds effective 2025-09-22. Expiring FA had 11 pays at 30% down, can you mirror unless rates changed? New figures: 272920 prem, 15412 tax, 267 policy fee, broker fee 150 -> total 288749 with MEP 10%. Fine if tomorrow am, just let me know. Regards, Celine Ford Attachment noted: CA_Schedule_0037_1.docx","Renewal FA request - E&S Monarch","celine.ford@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com","teamlead@ridgebrokers.com","thread-0026","CA_Schedule_0037_1.docx"
"msg-0038","2025-07-02T15:37:13Z","Good afternoon, What happens if they up the down to 30% after signing? This is for Silver Thread Textiles PROP, eff 2025-09-12. Ping me or just reply here. thx, Elena Garcia","Quick finance question - PROP Silver","elena.garcia@ridgebrokers.com","desk@premfinco.com","marketing@ridgebrokers.com","thread-0027","RT_Calc_0038_1.pdf"
"msg-0039","2025-07-03T09:03:03Z","Hi there, need renewal finance for Monarch Retail Holdings PROP Beacon Lloyds effective 2025-10-06. Expiring FA had 9 pays at 20% down, can you mirror unless rates changed? New figures: 269517 prem, 8135 tax, 81 policy fee, broker fee 350 -> total 278083 with MEP 10%. Fine if tomorrow am, just let me know. Thanks, Keisha Brown","Renewal funding - PROP Monarch","keisha.brown@ridgebrokers.com","ops@premfinco.com;desk@premfinco.com","marketing@ridgebrokers.com","thread-0028","MEP_Addendum_0039_1.pdf;Finance_Agreement_0039_2.pdf"
"msg-0040","2025-07-03T13:14:54Z","Good afternoon, can you rework the PFA for Frontier Energy Services (WC)? New totals now 306054 w/ premium 283412 + taxes 21982 + fees 360 + broker fee 300. Down stays 20% (61210) unless you see better option. Added equipment + audit credits, numbers changed again. Need corrected FA + new signature blocks pls. Grateful, Raj Kumar","Rework PFA - WC Frontier","raj.kumar@ridgebrokers.com","ops@premfinco.com","accounting@ridgebrokers.com;marketing@ridgebrokers.com","thread-0029","Commission_Statement_0040_1.xlsx"
"msg-0041","2025-07-03T18:18:33Z","Good afternoon, can you send a new FA on Prairie Medical Group GL? Need financing options for General Liability w/ Southport Re effective 2025-10-10 please. Totals: premium 186203, taxes 6536, carrier fee 379, broker fee 300 (total 193418). Client ok with 15% down (29012) and 9 pays, MEP 20%. Please add draft schedule + amort table if you can. thx, Maria Santos","Quote finance please - GL Prairie","maria.santos@ridgebrokers.com","renewals@premfinco.com","accounting@ridgebrokers.com","thread-0030","DownPaymentReceipt_0041_1.xlsx"
"msg-0042","2025-07-04T11:05:00Z","Hello, need RT calc for Urban Frame Architects BOP. Original financed amount 236886 w/ 20% down. Policy canceled flat, expecting RT less fees. Send revised schedule + statement when ready. Thanks, Raj Kumar Attachment noted: Commission_Statement_0042_1.docx","Need RT calc - BOP Urban","raj.kumar@ridgebrokers.com","renewals@premfinco.com","service@ridgebrokers.com;accounting@ridgebrokers.com","thread-0030","Commission_Statement_0042_1.docx;LossRuns_0042_2.docx"
"msg-0043","2025-07-04T21:13:12Z","Hi PF team, can you rework the PFA for Golden Basin Farms (PROP)? New totals now 143757 w/ premium 139496 + taxes 3605 + fees 306 + broker fee 350. Down stays 18% (25876) unless you see better option. MEP needs to go to 10% after carrier pushback. Need corrected FA + new signature blocks pls. Much appreciated, Maria Santos","Need revised finance - PROP Golden","maria.santos@ridgebrokers.com","ops@premfinco.com;quotes@premfinco.com","accounting@ridgebrokers.com","thread-0030","InstallmentPlan_0043_1.xlsx"
"msg-0044","2025-07-04T23:55:40Z","Good morning, can you rework the PFA for Pioneer Transit (PROP)? New totals now 248180 w/ premium 235931 + taxes 11971 + fees 128 + broker fee 150. Down stays 15% (37227) unless you see better option. RT applied wrong on last version, please fix. Need corrected FA + new signature blocks pls. Best, Raj Kumar","Need revised finance - PROP Pioneer","raj.kumar@ridgebrokers.com","ops@premfinco.com;quotes@premfinco.com","service@ridgebrokers.com;accounting@ridgebrokers.com","thread-0031","RT_Calc_0044_1.xlsx;LossRuns_0044_2.docx"
"msg-0045","2025-07-05T12:33:55Z","Good afternoon, Client asking if we can skip draft fee this time? This is for Forge Industrial E&S, eff 2025-09-09. Let me know when you have a sec. Best, Maria Santos Attachment noted: Endorsement_0045_1.xlsx","Heads up / question - E&S Forge","maria.santos@ridgebrokers.com","desk@premfinco.com;quotes@premfinco.com","teamlead@ridgebrokers.com","thread-0031","Endorsement_0045_1.xlsx"
"msg-0046","2025-07-06T00:11:47Z","Hi there, need  renewal finance for Bright Shore Marine CA Linden Excess effective 2025-11-06. Expiring FA had 10 pays at 25% down, can you mirror unless rates changed? New figures: 162676 prem, 7739 tax, 285 policy fee, broker fee 300 -> total 171000 with MEP 20%. Need docs today if possible so we can bind before 5pm. Thanks, Celine Ford Attachment noted: Corrections_0046_1.pdf","Renewal funding - CA Bright","celine.ford@ridgebrokers.com","desk@premfinco.com;quotes@premfinco.com","marketing@ridgebrokers.com;teamlead@ridgebrokers.com","thread-0031","Corrections_0046_1.pdf"
"msg-0047","2025-07-06T11:44:39Z","Hello, can you send a new FA on Pioneer Transit CA? Need financing options for Commercial Auto w/ Linden Excess effective 2025-12-01 pls. Totals: premium 265055, taxes 13381, carrier fee 64, broker fee 200 (total 278700). Client ok with 20% down (55740) and 10 pays, MEP 10%. Drop amort table when ready, we are lining up bind order. Regards, Celine Ford","Finance terms needed - CA Pioneer","celine.ford@ridgebrokers.com","renewals@premfinco.com;ops@premfinco.com","service@ridgebrokers.com;marketing@ridgebrokers.com","thread-0032","GL_Quote_0047_1.docx;RT_Calc_0047_2.xlsx"
"msg-0048","2025-07-06T11:48:46Z","Hi there, need  renewal finance for Canyon Outfitters GL Ironcrest Specialty effective 2025-12-30. Expiring FA had 11 pays at 25% down, can you mirror unless rates changed? New figures: 173553 prem, 4007 tax, 131 policy fee, broker fee 350 -> total 178041 with MEP 10%. Fine if tomorrow am, just let me know. Best, Andrew Lang Attachment noted: Schedule_0048_1.xlsx","Renewal finance needed - GL Canyon","andrew.lang@ridgebrokers.com","ops@premfinco.com;desk@premfinco.com","accounting@ridgebrokers.com","thread-0033","Schedule_0048_1.xlsx;CA_Schedule_0048_2.xlsx"
"msg-0049","2025-07-06T13:34:15Z","Hi there, need renewal finance for Everett Logistics WC Trident Commercial effective 2026-01-31. Expiring FA had 9 pays at 20% down, can you mirror unless rates changed? New figures: 81830 prem, 2348 tax, 338 policy fee, broker fee 200 -> total 84716 with MEP 10%. Fine if tomorrow am, just let me know. Thanks, Maria Santos","Renewal finance needed - WC Everett","maria.santos@ridgebrokers.com","quotes@premfinco.com","service@ridgebrokers.com;teamlead@ridgebrokers.com","thread-0033","Commission_Statement_0049_1.xlsx"
"msg-0050","2025-07-06T14:20:43Z","Hi PF team, can you send a new FA on Canyon Outfitters BOP? Need financing options for BOP w/ NorthStar Casualty effective 2025-09-03 when you can. Totals: premium 175703, taxes 8560, carrier fee 302, broker fee 250 (total 184815). Client ok with 30% down (55444) and 9 pays, MEP 25%. Please add draft schedule + amort table if you can. thx, Sophie Miller Attachment noted: Commission_Statement_0050_1.pdf","Finance terms needed - BOP Canyon","sophie.miller@ridgebrokers.com","ops@premfinco.com;quotes@premfinco.com","service@ridgebrokers.com","thread-0034","Commission_Statement_0050_1.pdf"
"msg-0051","2025-07-07T09:22:16Z","Hi PF team, can you send a new FA on Prairie Medical Group BOP? Need financing options for BOP w/ RiverPeak effective 2025-08-26 today if possible. Totals: premium 167861, taxes 5396, carrier fee 210, broker fee 300 (total 173767). Client ok with 25% down (43441) and 9 pays, MEP 10%. Please add draft schedule + amort table if you can. Regards, Emilia Ryan","Finance terms needed - BOP Prairie","emilia.ryan@ridgebrokers.com","renewals@premfinco.com;ops@premfinco.com","service@ridgebrokers.com;marketing@ridgebrokers.com","thread-0034","Audit_0051_1.docx;Endorsement_0051_2.pdf"
"msg-0052","2025-07-07T11:50:36Z","Hey, can you rework the PFA for Harborview Construction (PROP)? New totals now 288984 w/ premium 282828 + taxes 5723 + fees 133 + broker fee 300. Down stays 18% (52017) unless you see better option. Client lowered down to 15% so financed amt shifts. Need corrected FA + new signature blocks pls. Regards, Andrew Lang","Need revised finance - PROP Harborview","andrew.lang@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com","accounting@ridgebrokers.com;service@ridgebrokers.com","thread-0034","Worksheet_0052_1.pdf"
"msg-0053","2025-07-08T10:16:06Z","Hi PF team, need renewal finance for Harborview Construction PROP Southport Re effective 2025-09-02. Expiring FA had 8 pays at 20% down, can you mirror unless rates changed? New figures: 188862 prem, 5323 tax, 388 policy fee, broker fee 150 -> total 194723 with MEP 25%. Fine if tomorrow am, just let me know. Grateful, Maria Santos","Need renewal quote - PROP Harborview","maria.santos@ridgebrokers.com","renewals@premfinco.com","teamlead@ridgebrokers.com;accounting@ridgebrokers.com","thread-0035","LossRuns_0053_1.docx"
